Resume_ID,Branch,Specialization,CGPA,Extracted_Keywords,Job_Role,Match_Percentage
R08624,Electronics,VLSI Design,8.6,"SIEM, Firewalls, Ethical Hacking, Network Security, Penetration Testing",Cybersecurity Analyst,91
R08625,Computer Science,Artificial Intelligence,7.65,"Kubernetes, CI/CD, AWS",DevOps Engineer,90
R08626,Artificial Intelligence,Computer Vision,8.57,"Hugging Face, Text Mining, Transformers, Python, NLP",NLP Engineer,92
R08627,Mechanical,Robotics,8.18,"SEO, Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,96
R08628,Civil,Construction Management,8.03,"Content Marketing, Google Analytics, SEO, AdWords",Digital Marketing Exec,73
R08629,MBA (Tech Mgmt),Operations Management,9.71,"Agile, Scrum, Stakeholder Management, Roadmap Planning",Product Manager,93
R08630,MBA (Tech Mgmt),Product Management,8.87,"Cloud Security, GCP, Azure, Kubernetes",Cloud Engineer,96
R08631,Electrical,Control Systems,8.55,"REST APIs, Microservices, Java, SQL, Spring Boot",Backend Developer,73
R08632,Artificial Intelligence,Natural Language Processing,9.28,"AdWords, SEO, Content Marketing",Digital Marketing Exec,83
R08633,Computer Science,Software Engineering,9.26,"AWS, Cloud Security, Kubernetes",Cloud Engineer,76
R08634,Electronics,IoT & Cloud Systems,8.53,"Scrum, Stakeholder Management, Roadmap Planning",Product Manager,74
R08635,MBA (Tech Mgmt),Digital Business,9.58,"Python, Transformers, NLP, Text Mining",NLP Engineer,74
R08636,Artificial Intelligence,Deep Learning,7.3,"Agile, Roadmap Planning, Stakeholder Management",Product Manager,86
R08637,Mechanical,Automation,9.44,"Excel, Data Visualization, Power BI",Data Analyst,74
R08638,Civil,Structural Engineering,9.42,"Embedded Systems, C++, IoT, RTOS",Embedded Engineer,77
R08639,Data Science,Big Data,9.49,"Selenium, Manual Testing, Automation Testing, JUnit",QA Engineer,87
R08640,Mechanical,Product Design,9.09,"Scrum, Agile, Roadmap Planning, Stakeholder Management",Product Manager,87
R08641,Electronics,Embedded Systems,8.15,"Agile, Scrum, Stakeholder Management",Product Manager,93
R08642,Data Science,Data Engineering,8.64,"NLP, Transformers, Hugging Face",NLP Engineer,90
R08643,Electrical,Embedded Systems,8.72,"JUnit, Selenium, Manual Testing, Automation Testing",QA Engineer,81
R08644,MBA (Tech Mgmt),Operations Management,7.76,"Text Mining, Transformers, Python, Hugging Face",NLP Engineer,68
R08645,Electrical,Power Systems,9.33,"Automation Testing, JUnit, Selenium",QA Engineer,99
R08646,Information Technology,Data Analytics,9.0,"Statistics, TensorFlow, SQL, Machine Learning, Python",Data Scientist,73
R08647,Computer Science,Artificial Intelligence,8.63,"Ethical Hacking, Firewalls, Penetration Testing",Cybersecurity Analyst,74
R08648,Electrical,Control Systems,9.02,"Agile, Stakeholder Management, Scrum, Roadmap Planning",Product Manager,71
R08649,Data Science,Big Data,8.88,"Embedded Systems, C++, ARM",Embedded Engineer,86
R08650,Civil,Structural Engineering,9.6,"SIEM, Penetration Testing, Ethical Hacking, Firewalls, Network Security",Cybersecurity Analyst,88
R08651,Data Science,Big Data,7.47,"ARM, RTOS, Embedded Systems, IoT",Embedded Engineer,67
R08652,MBA (Tech Mgmt),Product Management,9.01,"JUnit, Manual Testing, Automation Testing, Selenium",QA Engineer,65
R08653,MBA (Tech Mgmt),Product Management,8.47,"AWS, Terraform, CI/CD, Kubernetes, Docker",DevOps Engineer,94
R08654,Mechanical,Robotics,7.04,"Agile, Scrum, Stakeholder Management, Roadmap Planning",Product Manager,92
R08655,Civil,Structural Engineering,8.99,"REST APIs, Microservices, SQL, Spring Boot",Backend Developer,98
R08656,Mechanical,Product Design,9.31,"Automation Testing, Selenium, Manual Testing, JUnit",QA Engineer,67
R08657,Civil,Structural Engineering,9.77,"Selenium, Manual Testing, JUnit, Automation Testing",QA Engineer,74
R08658,Artificial Intelligence,Computer Vision,7.56,"AdWords, Content Marketing, Google Analytics, SEO",Digital Marketing Exec,89
R08659,Artificial Intelligence,Deep Learning,8.79,"SQL, Spring Boot, Microservices, Java, REST APIs",Backend Developer,77
R08660,Information Technology,Software Engineering,7.2,"Figma, Prototyping, UI/UX Design",UI/UX Designer,75
R08661,Electronics,IoT & Cloud Systems,9.42,"React, JavaScript, HTML, CSS",Frontend Developer,65
R08662,Electronics,Embedded Systems,7.25,"Power BI, Excel, SQL, Tableau, Data Visualization",Data Analyst,78
R08663,Electronics,VLSI Design,8.06,"CSS, JavaScript, HTML, React",Frontend Developer,90
R08664,MBA (Tech Mgmt),Operations Management,9.65,"HTML, Redux, CSS, JavaScript",Frontend Developer,94
R08665,Electrical,Embedded Systems,9.33,"Java, Microservices, REST APIs",Backend Developer,91
R08666,Data Science,Big Data,7.08,"Text Mining, NLP, Python, Hugging Face, Transformers",NLP Engineer,84
R08667,Electronics,VLSI Design,8.86,"Microservices, Spring Boot, SQL",Backend Developer,96
R08668,MBA (Tech Mgmt),Operations Management,9.2,"Manual Testing, Automation Testing, Selenium",QA Engineer,93
R08669,Civil,Structural Engineering,9.45,"Text Mining, Python, Transformers, Hugging Face, NLP",NLP Engineer,99
R08670,Computer Science,Cloud Computing,8.68,"Power BI, Tableau, SQL, Excel",Data Analyst,94
R08671,Electrical,Embedded Systems,8.35,"C++, IoT, Embedded Systems, RTOS",Embedded Engineer,70
R08672,Data Science,Business Analytics,9.23,"Express.js, React, Docker, Node.js, MongoDB",Full Stack Developer,82
R08673,Computer Science,Software Engineering,7.19,"CSS, Redux, React",Frontend Developer,95
R08674,Artificial Intelligence,Natural Language Processing,8.38,"SQL, Machine Learning, TensorFlow",Data Scientist,65
R08675,Electrical,Power Systems,9.43,"Docker, Node.js, React",Full Stack Developer,77
R08676,Electrical,Control Systems,8.78,"Network Security, Ethical Hacking, Firewalls",Cybersecurity Analyst,69
R08677,Computer Science,Cybersecurity,8.7,"Python, Hugging Face, Transformers, NLP, Text Mining",NLP Engineer,86
R08678,Civil,Construction Management,9.7,"Network Security, SIEM, Firewalls, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,84
R08679,Artificial Intelligence,Natural Language Processing,7.52,"SIEM, Ethical Hacking, Firewalls, Network Security",Cybersecurity Analyst,95
R08680,Data Science,Big Data,9.31,"User Research, UI/UX Design, Prototyping, Wireframing",UI/UX Designer,81
R08681,Electrical,Embedded Systems,7.58,"Transformers, Python, Hugging Face, Text Mining",NLP Engineer,92
R08682,Electrical,Power Systems,7.29,"React, Docker, Express.js, MongoDB, Node.js",Full Stack Developer,85
R08683,Computer Science,Artificial Intelligence,7.14,"Firewalls, SIEM, Network Security, Penetration Testing, Ethical Hacking",Cybersecurity Analyst,79
R08684,Data Science,Data Engineering,8.64,"JavaScript, HTML, Redux",Frontend Developer,69
R08685,Mechanical,Product Design,7.34,"SQL, Excel, Tableau, Power BI",Data Analyst,85
R08686,Data Science,Business Analytics,7.23,"ARM, IoT, Embedded Systems, C++",Embedded Engineer,80
R08687,Electronics,IoT & Cloud Systems,9.6,"TensorFlow, Python, Statistics",Data Scientist,93
R08688,Electronics,VLSI Design,8.47,"Ethical Hacking, Firewalls, Network Security, SIEM, Penetration Testing",Cybersecurity Analyst,84
R08689,Artificial Intelligence,Natural Language Processing,7.52,"AWS, Azure, Kubernetes, GCP, Cloud Security",Cloud Engineer,83
R08690,Data Science,Big Data,7.46,"Node.js, Docker, React, MongoDB",Full Stack Developer,89
R08691,Electronics,VLSI Design,7.74,"UI/UX Design, Prototyping, Figma, User Research",UI/UX Designer,89
R08692,Data Science,Data Engineering,8.68,"SEO, Content Marketing, AdWords, Google Analytics",Digital Marketing Exec,77
R08693,MBA (Tech Mgmt),Product Management,8.36,"CI/CD, Kubernetes, AWS, Terraform, Docker",DevOps Engineer,92
R08694,Civil,Construction Management,9.16,"Tableau, Power BI, SQL, Data Visualization, Excel",Data Analyst,87
R08695,Artificial Intelligence,Computer Vision,8.66,"Java, Spring Boot, REST APIs, SQL, Microservices",Backend Developer,96
R08696,Computer Science,Web Development,9.79,"Statistics, SQL, TensorFlow, Machine Learning, Python",Data Scientist,77
R08697,Information Technology,Human-Computer Interaction,8.71,"Google Analytics, AdWords, Content Marketing",Digital Marketing Exec,88
R08698,Data Science,Business Analytics,8.89,"Kubernetes, Azure, GCP, AWS, Cloud Security",Cloud Engineer,77
R08699,MBA (Tech Mgmt),Product Management,8.71,"GCP, Azure, Kubernetes, AWS, Cloud Security",Cloud Engineer,100
R08700,Electronics,VLSI Design,7.19,"Firewalls, Network Security, Ethical Hacking",Cybersecurity Analyst,65
R08701,MBA (Tech Mgmt),Digital Business,9.69,"Microservices, REST APIs, Spring Boot, Java, SQL",Backend Developer,72
R08702,Computer Science,Cybersecurity,8.51,"Content Marketing, AdWords, SEO, Google Analytics",Digital Marketing Exec,73
R08703,Civil,Structural Engineering,7.83,"JUnit, Automation Testing, Manual Testing",QA Engineer,78
R08704,Electronics,Embedded Systems,8.36,"Figma, UI/UX Design, User Research, Prototyping",UI/UX Designer,90
R08705,Computer Science,Cloud Computing,7.65,"SQL, Python, TensorFlow, Statistics, Machine Learning",Data Scientist,85
R08706,Mechanical,Automation,8.91,"Roadmap Planning, Stakeholder Management, Scrum, Agile",Product Manager,72
R08707,MBA (Tech Mgmt),Product Management,9.46,"IoT, C++, ARM, Embedded Systems",Embedded Engineer,66
R08708,Computer Science,Web Development,8.6,"JavaScript, React, Redux",Frontend Developer,99
R08709,Data Science,Business Analytics,8.02,"SQL, Spring Boot, Microservices, Java, REST APIs",Backend Developer,97
R08710,Electrical,Embedded Systems,9.12,"SIEM, Network Security, Ethical Hacking",Cybersecurity Analyst,77
R08711,Data Science,Business Analytics,8.54,"AWS, Azure, Cloud Security, GCP",Cloud Engineer,72
R08712,Computer Science,Software Engineering,9.76,"Azure, GCP, Cloud Security, AWS",Cloud Engineer,86
R08713,Information Technology,Software Engineering,7.04,"C++, ARM, IoT",Embedded Engineer,95
R08714,Mechanical,Robotics,9.1,"Python, Hugging Face, Transformers",NLP Engineer,79
R08715,Civil,Structural Engineering,8.47,"UI/UX Design, User Research, Figma, Wireframing",UI/UX Designer,88
R08716,Civil,Construction Management,9.3,"Tableau, Data Visualization, SQL, Power BI",Data Analyst,93
R08717,Civil,Structural Engineering,9.07,"Docker, React, MongoDB, Node.js, Express.js",Full Stack Developer,82
R08718,Data Science,Business Analytics,7.66,"Wireframing, Prototyping, UI/UX Design, Figma, User Research",UI/UX Designer,81
R08719,Mechanical,Product Design,8.04,"Content Marketing, SEO, Google Analytics, AdWords",Digital Marketing Exec,92
R08720,Artificial Intelligence,Deep Learning,9.4,"Data Visualization, Tableau, SQL",Data Analyst,76
R08721,Information Technology,Human-Computer Interaction,9.12,"Transformers, Text Mining, Hugging Face",NLP Engineer,66
R08722,Mechanical,Automation,8.52,"Roadmap Planning, Agile, Scrum, Stakeholder Management",Product Manager,87
R08723,MBA (Tech Mgmt),Digital Business,8.39,"JUnit, Automation Testing, Selenium",QA Engineer,65
R08724,Artificial Intelligence,Deep Learning,8.12,"SQL, Java, REST APIs, Microservices",Backend Developer,70
R08725,Electrical,Embedded Systems,9.14,"REST APIs, Spring Boot, Java",Backend Developer,72
R08726,Data Science,Business Analytics,8.04,"Ethical Hacking, SIEM, Penetration Testing",Cybersecurity Analyst,99
R08727,MBA (Tech Mgmt),Digital Business,7.09,"Agile, Stakeholder Management, Scrum, Roadmap Planning",Product Manager,76
R08728,Electronics,VLSI Design,8.84,"NLP, Hugging Face, Python, Text Mining",NLP Engineer,84
R08729,Electrical,Embedded Systems,9.78,"Power BI, Data Visualization, Tableau, Excel",Data Analyst,95
R08730,Data Science,Business Analytics,9.65,"Scrum, Roadmap Planning, Agile",Product Manager,91
R08731,Electronics,VLSI Design,8.75,"ARM, C++, RTOS, Embedded Systems, IoT",Embedded Engineer,78
R08732,Computer Science,Machine Learning,7.82,"HTML, CSS, JavaScript, React",Frontend Developer,78
R08733,Mechanical,Robotics,8.49,"React, Docker, Node.js, MongoDB, Express.js",Full Stack Developer,85
R08734,Data Science,Big Data,7.94,"JavaScript, HTML, CSS, Redux, React",Frontend Developer,92
R08735,MBA (Tech Mgmt),Digital Business,8.77,"Wireframing, Prototyping, Figma",UI/UX Designer,90
R08736,Data Science,Business Analytics,9.75,"Embedded Systems, IoT, C++, ARM",Embedded Engineer,73
R08737,Electrical,Power Systems,9.32,"Wireframing, User Research, UI/UX Design",UI/UX Designer,85
R08738,Data Science,Data Engineering,8.27,"React, JavaScript, Redux, HTML",Frontend Developer,80
R08739,Computer Science,Cybersecurity,9.57,"Statistics, Python, Machine Learning, SQL, TensorFlow",Data Scientist,94
R08740,Electronics,Embedded Systems,8.9,"AWS, Docker, Kubernetes",DevOps Engineer,83
R08741,Artificial Intelligence,Computer Vision,7.43,"Embedded Systems, C++, RTOS",Embedded Engineer,72
R08742,Electrical,Power Systems,7.9,"AWS, Terraform, Docker",DevOps Engineer,81
R08743,Artificial Intelligence,Deep Learning,8.99,"React, Express.js, MongoDB, Docker",Full Stack Developer,91
R08744,Electrical,Embedded Systems,9.14,"Figma, Wireframing, UI/UX Design",UI/UX Designer,87
R08745,Electronics,VLSI Design,8.35,"Kubernetes, Cloud Security, Azure",Cloud Engineer,66
R08746,Civil,Structural Engineering,9.1,"JavaScript, CSS, HTML, React, Redux",Frontend Developer,90
R08747,Information Technology,Software Engineering,8.18,"IoT, RTOS, C++",Embedded Engineer,96
R08748,Electronics,VLSI Design,7.05,"RTOS, Embedded Systems, C++, IoT, ARM",Embedded Engineer,83
R08749,Civil,Construction Management,7.91,"Hugging Face, Transformers, Text Mining, NLP",NLP Engineer,66
R08750,Electronics,Embedded Systems,7.81,"Excel, Data Visualization, Power BI, Tableau",Data Analyst,66
R08751,Computer Science,Cybersecurity,7.02,"Tableau, Excel, Power BI, Data Visualization",Data Analyst,71
R08752,Electrical,Power Systems,7.75,"User Research, UI/UX Design, Wireframing",UI/UX Designer,77
R08753,Electrical,Control Systems,9.27,"Scrum, Agile, Roadmap Planning",Product Manager,72
R08754,Information Technology,Web Development,7.34,"React, Node.js, Express.js, MongoDB, Docker",Full Stack Developer,98
R08755,Mechanical,Robotics,8.03,"Node.js, Express.js, MongoDB",Full Stack Developer,91
R08756,Information Technology,Web Development,8.34,"React, Docker, Express.js, Node.js",Full Stack Developer,94
R08757,MBA (Tech Mgmt),Digital Business,9.13,"AdWords, Google Analytics, SEO, Content Marketing",Digital Marketing Exec,69
R08758,Artificial Intelligence,Natural Language Processing,8.43,"Embedded Systems, RTOS, C++, ARM, IoT",Embedded Engineer,98
R08759,Information Technology,Data Analytics,7.13,"Cloud Security, AWS, GCP, Kubernetes",Cloud Engineer,69
R08760,Mechanical,Robotics,9.58,"Manual Testing, Selenium, Automation Testing",QA Engineer,93
R08761,Electronics,Embedded Systems,9.01,"NLP, Transformers, Text Mining",NLP Engineer,99
R08762,MBA (Tech Mgmt),Digital Business,8.94,"Tableau, Power BI, Excel, Data Visualization",Data Analyst,73
R08763,Data Science,Business Analytics,8.51,"Automation Testing, JUnit, Manual Testing",QA Engineer,78
R08764,Electrical,Power Systems,7.91,"JavaScript, Redux, HTML",Frontend Developer,99
R08765,Artificial Intelligence,Computer Vision,8.66,"Kubernetes, Cloud Security, Azure, GCP",Cloud Engineer,74
R08766,Data Science,Data Engineering,9.73,"RTOS, IoT, ARM, C++, Embedded Systems",Embedded Engineer,68
R08767,MBA (Tech Mgmt),Operations Management,9.23,"Microservices, Java, Spring Boot",Backend Developer,79
R08768,Mechanical,Product Design,8.02,"Spring Boot, REST APIs, SQL",Backend Developer,66
R08769,Electrical,Embedded Systems,7.97,"React, JavaScript, HTML, Redux, CSS",Frontend Developer,82
R08770,Civil,Structural Engineering,9.12,"CSS, JavaScript, Redux, HTML",Frontend Developer,75
R08771,Artificial Intelligence,Computer Vision,9.78,"SEO, Google Analytics, Content Marketing, AdWords",Digital Marketing Exec,82
R08772,Civil,Structural Engineering,8.56,"CI/CD, Terraform, Docker",DevOps Engineer,83
R08773,Data Science,Data Engineering,7.53,"Express.js, Docker, React, Node.js, MongoDB",Full Stack Developer,73
R08774,Electrical,Embedded Systems,7.98,"Data Visualization, SQL, Tableau, Power BI, Excel",Data Analyst,96
R08775,Artificial Intelligence,Computer Vision,9.45,"Embedded Systems, ARM, C++, RTOS",Embedded Engineer,72
R08776,Data Science,Data Engineering,7.43,"AdWords, Content Marketing, Google Analytics, SEO",Digital Marketing Exec,85
R08777,Electronics,VLSI Design,8.02,"C++, IoT, Embedded Systems, RTOS",Embedded Engineer,100
R08778,Information Technology,Human-Computer Interaction,9.51,"Content Marketing, AdWords, SEO",Digital Marketing Exec,88
R08779,Data Science,Business Analytics,7.52,"Content Marketing, SEO, Google Analytics",Digital Marketing Exec,93
R08780,Civil,Structural Engineering,8.86,"Prototyping, User Research, UI/UX Design",UI/UX Designer,68
R08781,Artificial Intelligence,Natural Language Processing,9.59,"Excel, SQL, Tableau, Data Visualization, Power BI",Data Analyst,91
R08782,Mechanical,Product Design,8.58,"UI/UX Design, Figma, Wireframing, User Research",UI/UX Designer,74
R08783,Electrical,Embedded Systems,7.88,"Automation Testing, JUnit, Selenium, Manual Testing",QA Engineer,79
R08784,Information Technology,Data Analytics,7.56,"Spring Boot, REST APIs, Microservices",Backend Developer,83
